CWNS_ID,FACILITY_NAME,PERMIT_NUMBER,PERMIT_SOURCE,PERMIT_TYPE,FACILITY_ID_x,STATE_CODE_x,FACILITY_TYPE,CHANGE_TYPE,FACILITY_ID_y,STATE_CODE_y,INFRASTRUCTURE_TYPE,POPULATION_TYPE,RESIDENTIAL_POP_2022,RESIDENTIAL_POP_2042,NONRESIDENTIAL_POP_2022,NONRESIDENTIAL_POP_2042,TOTAL_RES_POPULATION_2022,TOTAL_RES_POPULATION_2042,TOTAL_NONRES_POPULATION_2022,TOTAL_NONRES_POPULATION_2042,TREATED_DISCHARGE_PERCENTAGE_2022,TREATED_DISCHARGE_PERCENTAGE_2042,NET_TREATED_POPULATION_2022,NET_TREATED_POPULATION_2042,NO_DISCHARGE_PERCENTAGE_2022,NO_DISCHARGE_PERCENTAGE_2042,NO_DISCHARGE_POPULATION_2022,NO_DISCHARGE_POPULATION_2042,PART_OF_SEWERSHED,END_FACILITY
6005118001,RICHGROVE WWTF,,,,1175649,CA,Treatment Plant,No Change,1175649.0,CA,Wastewater,Receiving Collection,1429.0,1429.0,741.0,741.0,1429.0,1429.0,741.0,741.0,1.0,1.0,1429.0,1429.0,1.0,1.0,1429.0,1429.0,,Y
6005233001,Colfax WWTF,CA0079529,NPDES,Individual Permit,1175721,CA,Collection: Separate Sewers,No Change,1175721.0,CA,Wastewater,Receiving Collection,1566.0,1566.0,,,1566.0,1566.0,0.0,0.0,1.0,1.0,1566.0,1566.0,,,,,,Y
6005233001,Colfax WWTF,CA0079529,NPDES,Individual Permit,1175721,CA,Treatment Plant,Rehabilitation,1175721.0,CA,Wastewater,Receiving Collection,1566.0,1566.0,,,1566.0,1566.0,0.0,0.0,1.0,1.0,1566.0,1566.0,,,,,,Y
6005233001,Colfax WWTF,CA0079529,NPDES,Individual Permit,1175721,CA,Treatment Plant,Process Improvement,1175721.0,CA,Wastewater,Receiving Collection,1566.0,1566.0,,,1566.0,1566.0,0.0,0.0,1.0,1.0,1566.0,1566.0,,,,,,Y
6005233001,Colfax WWTF,CA0079529,NPDES,Individual Permit,1175721,CA,Treatment Plant,Improve Energy Efficiency,1175721.0,CA,Wastewater,Receiving Collection,1566.0,1566.0,,,1566.0,1566.0,0.0,0.0,1.0,1.0,1566.0,1566.0,,,,,,Y
6005239001,Antioch Collection System,,,,1175726,CA,Collection: Separate Sewers,Rehabilitation,1175726.0,CA,Wastewater,Receiving Collection,103762.0,131580.0,,,103762.0,131580.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6005239001,Antioch Collection System,,,,1175726,CA,Collection: Separate Sewers,Replacement,1175726.0,CA,Wastewater,Receiving Collection,103762.0,131580.0,,,103762.0,131580.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6005325001,ORLAND WWTF,R5-2010-0087,Non-NPDES,Other,1175771,CA,Treatment Plant,No Change,1175771.0,CA,Wastewater,Receiving Collection,7490.0,9489.0,,,7490.0,9489.0,0.0,0.0,1.0,1.0,7490.0,9489.0,1.0,1.0,7490.0,7490.0,,Y
6005325001,ORLAND WWTF,R5-2010-0087,Non-NPDES,Other,1175771,CA,Collection: Separate Sewers,No Change,1175771.0,CA,Wastewater,Receiving Collection,7490.0,9489.0,,,7490.0,9489.0,0.0,0.0,1.0,1.0,7490.0,9489.0,1.0,1.0,7490.0,7490.0,,Y
6008002001,"Newport Beach, City of (Collection)",2006-0003-DWQ,Non-NPDES,State - Other,1175946,CA,Collection: Separate Sewers,Rehabilitation,1175946.0,CA,Wastewater,Receiving Collection,76729.0,81145.0,,,76729.0,81145.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6008002001,"Newport Beach, City of (Collection)",2006-0003-DWQ,Non-NPDES,State - Other,1175946,CA,Collection: Separate Sewers,Replacement,1175946.0,CA,Wastewater,Receiving Collection,76729.0,81145.0,,,76729.0,81145.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6008002001,"Newport Beach, City of (Collection)",2006-0003-DWQ,Non-NPDES,State - Other,1175946,CA,Collection: Pump Stations,Rehabilitation,1175946.0,CA,Wastewater,Receiving Collection,76729.0,81145.0,,,76729.0,81145.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6008002001,"Newport Beach, City of (Collection)",2006-0003-DWQ,Non-NPDES,State - Other,1175946,CA,Collection: Pump Stations,Replacement,1175946.0,CA,Wastewater,Receiving Collection,76729.0,81145.0,,,76729.0,81145.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6001014001,Hopland Band WWTP,,,,433503,CA,Treatment Plant,No Change,433503.0,CA,Wastewater,Receiving Collection,630.0,618.0,,,630.0,618.0,0.0,0.0,1.0,1.0,630.0,618.0,,,,,,Y
6001014001,Hopland Band WWTP,,,,433503,CA,Collection: Separate Sewers,No Change,433503.0,CA,Wastewater,Receiving Collection,630.0,618.0,,,630.0,618.0,0.0,0.0,1.0,1.0,630.0,618.0,,,,,,Y
6000203200,San Francisco PUC Collection System,CA0037664,NPDES,Individual Permit,3509698,CA,Collection: Pump Stations,Rehabilitation,3509698.0,CA,Wastewater,Receiving Collection,582120.0,684419.0,,,582120.0,684419.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6000203200,San Francisco PUC Collection System,CA0037664,NPDES,Individual Permit,3509698,CA,Collection: Pump Stations,Replacement,3509698.0,CA,Wastewater,Receiving Collection,582120.0,684419.0,,,582120.0,684419.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6000203200,San Francisco PUC Collection System,CA0037664,NPDES,Individual Permit,3509698,CA,Collection: Pump Stations,Increase Capacity,3509698.0,CA,Wastewater,Receiving Collection,582120.0,684419.0,,,582120.0,684419.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6000203200,San Francisco PUC Collection System,CA0037664,NPDES,Individual Permit,3509698,CA,Collection: Combined Sewers,Rehabilitation,3509698.0,CA,Wastewater,Receiving Collection,582120.0,684419.0,,,582120.0,684419.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6000203200,San Francisco PUC Collection System,CA0037664,NPDES,Individual Permit,3509698,CA,Collection: Combined Sewers,Replacement,3509698.0,CA,Wastewater,Receiving Collection,582120.0,684419.0,,,582120.0,684419.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6000203200,San Francisco PUC Collection System,CA0037664,NPDES,Individual Permit,3509698,CA,Collection: Interceptor Sewers,Rehabilitation,3509698.0,CA,Wastewater,Receiving Collection,582120.0,684419.0,,,582120.0,684419.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6000203200,San Francisco PUC Collection System,CA0037664,NPDES,Individual Permit,3509698,CA,Collection: Interceptor Sewers,Replacement,3509698.0,CA,Wastewater,Receiving Collection,582120.0,684419.0,,,582120.0,684419.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6021010005,Eureka Storm Water System,CAS000001,Non-NPDES,State - Other,2902596,CA,Phase II MS4,Rehabilitation,,,,,,,,,,,,,,,,,,,,,,
6021010005,Eureka Storm Water System,CAS000001,Non-NPDES,State - Other,2902596,CA,Phase II MS4,Replacement,,,,,,,,,,,,,,,,,,,,,,
6002041001,San Jose/Santa Clara WPCP,CA0037842,NPDES,Individual Permit,1175299,CA,Treatment Plant,Rehabilitation,1175299.0,CA,Wastewater,Receiving Collection,0.0,0.0,0.0,0.0,1389338.0,1807956.0,47628.0,47628.0,1.0,1.0,1389338.0,1807956.0,0.1,0.1,138934.0,138934.0,Y,Y
6002041001,San Jose/Santa Clara WPCP,CA0037842,NPDES,Individual Permit,1175299,CA,Treatment Plant,Replacement,1175299.0,CA,Wastewater,Receiving Collection,0.0,0.0,0.0,0.0,1389338.0,1807956.0,47628.0,47628.0,1.0,1.0,1389338.0,1807956.0,0.1,0.1,138934.0,138934.0,Y,Y
6002041001,San Jose/Santa Clara WPCP,CA0037842,NPDES,Individual Permit,1175299,CA,Water Reuse,Expansion,1175299.0,CA,Wastewater,Receiving Collection,0.0,0.0,0.0,0.0,1389338.0,1807956.0,47628.0,47628.0,1.0,1.0,1389338.0,1807956.0,0.1,0.1,138934.0,138934.0,Y,Y
6002155001,S. MARIN SUBREG OUTFALL,CA0037711,NPDES,Individual Permit,1175365,CA,Collection: Separate Sewers,No Change,1175365.0,CA,Wastewater,Receiving Collection,26100.0,26100.0,,,26100.0,26100.0,0.0,0.0,1.0,1.0,26100.0,26100.0,,,,,,Y
6002155001,S. MARIN SUBREG OUTFALL,CA0037711,NPDES,Individual Permit,1175365,CA,Treatment Plant,No Change,1175365.0,CA,Wastewater,Receiving Collection,26100.0,26100.0,,,26100.0,26100.0,0.0,0.0,1.0,1.0,26100.0,26100.0,,,,,,Y
6003072001,GUADALUPE WWTF,2006-0003-DWQ,Non-NPDES,State - Other,1175440,CA,Collection: Separate Sewers,Rehabilitation,1175440.0,CA,Wastewater,Receiving Collection,6767.0,6767.0,,,6767.0,6767.0,0.0,0.0,1.0,1.0,6767.0,6767.0,1.0,1.0,6767.0,6767.0,,Y
6003072001,GUADALUPE WWTF,2006-0003-DWQ,Non-NPDES,State - Other,1175440,CA,Collection: Separate Sewers,Replacement,1175440.0,CA,Wastewater,Receiving Collection,6767.0,6767.0,,,6767.0,6767.0,0.0,0.0,1.0,1.0,6767.0,6767.0,1.0,1.0,6767.0,6767.0,,Y
6003072001,GUADALUPE WWTF,2006-0003-DWQ,Non-NPDES,State - Other,1175440,CA,Treatment Plant,Rehabilitation,1175440.0,CA,Wastewater,Receiving Collection,6767.0,6767.0,,,6767.0,6767.0,0.0,0.0,1.0,1.0,6767.0,6767.0,1.0,1.0,6767.0,6767.0,,Y
6003072001,GUADALUPE WWTF,2006-0003-DWQ,Non-NPDES,State - Other,1175440,CA,Treatment Plant,Replacement,1175440.0,CA,Wastewater,Receiving Collection,6767.0,6767.0,,,6767.0,6767.0,0.0,0.0,1.0,1.0,6767.0,6767.0,1.0,1.0,6767.0,6767.0,,Y
6005145001,LAKEPORT SOUTH WWTF,R5-2012-0025,Non-NPDES,Other,1175665,CA,Treatment Plant,No Change,1175665.0,CA,Wastewater,Receiving Collection,4590.0,5101.0,,,4590.0,5101.0,0.0,0.0,1.0,1.0,4590.0,5101.0,1.0,1.0,4590.0,4590.0,,Y
6005145001,LAKEPORT SOUTH WWTF,R5-2012-0025,Non-NPDES,Other,1175665,CA,Collection: Separate Sewers,No Change,1175665.0,CA,Wastewater,Receiving Collection,4590.0,5101.0,,,4590.0,5101.0,0.0,0.0,1.0,1.0,4590.0,5101.0,1.0,1.0,4590.0,4590.0,,Y
6007022001,Brawley WWTP,CA0104523,NPDES,Individual Permit,1175930,CA,Treatment Plant,No Change,1175930.0,CA,Wastewater,Receiving Collection,42320.0,42320.0,,,42320.0,42320.0,0.0,0.0,1.0,1.0,42320.0,42320.0,,,,,,Y
6007022001,Brawley WWTP,CA0104523,NPDES,Individual Permit,1175930,CA,Collection: Separate Sewers,Rehabilitation,1175930.0,CA,Wastewater,Receiving Collection,42320.0,42320.0,,,42320.0,42320.0,0.0,0.0,1.0,1.0,42320.0,42320.0,,,,,,Y
6007022001,Brawley WWTP,CA0104523,NPDES,Individual Permit,1175930,CA,Collection: Separate Sewers,Replacement,1175930.0,CA,Wastewater,Receiving Collection,42320.0,42320.0,,,42320.0,42320.0,0.0,0.0,1.0,1.0,42320.0,42320.0,,,,,,Y
6007022001,Brawley WWTP,R7-05-21,Non-NPDES,State,1175930,CA,Treatment Plant,No Change,1175930.0,CA,Wastewater,Receiving Collection,42320.0,42320.0,,,42320.0,42320.0,0.0,0.0,1.0,1.0,42320.0,42320.0,,,,,,Y
6007022001,Brawley WWTP,R7-05-21,Non-NPDES,State,1175930,CA,Collection: Separate Sewers,Rehabilitation,1175930.0,CA,Wastewater,Receiving Collection,42320.0,42320.0,,,42320.0,42320.0,0.0,0.0,1.0,1.0,42320.0,42320.0,,,,,,Y
6007022001,Brawley WWTP,R7-05-21,Non-NPDES,State,1175930,CA,Collection: Separate Sewers,Replacement,1175930.0,CA,Wastewater,Receiving Collection,42320.0,42320.0,,,42320.0,42320.0,0.0,0.0,1.0,1.0,42320.0,42320.0,,,,,,Y
6008044001,"Cypress, City of (Collection)",2006-0003-DWQ,Non-NPDES,State - Other,1175998,CA,Collection: Separate Sewers,Rehabilitation,1175998.0,CA,Wastewater,Receiving Collection,45559.0,50038.0,,,45559.0,50038.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6008044001,"Cypress, City of (Collection)",2006-0003-DWQ,Non-NPDES,State - Other,1175998,CA,Collection: Separate Sewers,Replacement,1175998.0,CA,Wastewater,Receiving Collection,45559.0,50038.0,,,45559.0,50038.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6005082021,Forest Meadows STP,CA0085278,NPDES,Individual Permit,3489196,CA,Treatment Plant,No Change,3489196.0,CA,Wastewater,Receiving Collection,1080.0,2858.0,,,1080.0,2858.0,0.0,0.0,1.0,1.0,1080.0,2858.0,0.9,0.9,972.0,972.0,,Y
6005082021,Forest Meadows STP,CA0085278,NPDES,Individual Permit,3489196,CA,Collection: Separate Sewers,No Change,3489196.0,CA,Wastewater,Receiving Collection,1080.0,2858.0,,,1080.0,2858.0,0.0,0.0,1.0,1.0,1080.0,2858.0,0.9,0.9,972.0,972.0,,Y
6005047001,EARLIMART WWTF,,,,1175567,CA,Treatment Plant,No Change,1175567.0,CA,Wastewater,Receiving Collection,8010.0,6381.0,,,8010.0,6381.0,0.0,0.0,1.0,1.0,8010.0,6381.0,1.0,1.0,8010.0,8010.0,,Y
6005047001,EARLIMART WWTF,,,,1175567,CA,Collection: Separate Sewers,No Change,1175567.0,CA,Wastewater,Receiving Collection,8010.0,6381.0,,,8010.0,6381.0,0.0,0.0,1.0,1.0,8010.0,6381.0,1.0,1.0,8010.0,8010.0,,Y
6005108001,Hughson WWTF,R5-2012-000,Non-NPDES,Other,1175640,CA,Treatment Plant,No Change,1175640.0,CA,Wastewater,Receiving Collection,6930.0,8622.0,,,6930.0,8622.0,0.0,0.0,1.0,1.0,6930.0,8622.0,1.0,1.0,6930.0,6930.0,,Y
6005108001,Hughson WWTF,R5-2012-000,Non-NPDES,Other,1175640,CA,Collection: Separate Sewers,No Change,1175640.0,CA,Wastewater,Receiving Collection,6930.0,8622.0,,,6930.0,8622.0,0.0,0.0,1.0,1.0,6930.0,8622.0,1.0,1.0,6930.0,6930.0,,Y
6005108001,Hughson WWTF,R5-2012-000,Non-NPDES,Other,1175640,CA,Collection: Pump Stations,No Change,1175640.0,CA,Wastewater,Receiving Collection,6930.0,8622.0,,,6930.0,8622.0,0.0,0.0,1.0,1.0,6930.0,8622.0,1.0,1.0,6930.0,6930.0,,Y
6005108001,Hughson WWTF,CAL010521,NPDES,Associated Permit Record,1175640,CA,Treatment Plant,No Change,1175640.0,CA,Wastewater,Receiving Collection,6930.0,8622.0,,,6930.0,8622.0,0.0,0.0,1.0,1.0,6930.0,8622.0,1.0,1.0,6930.0,6930.0,,Y
6005108001,Hughson WWTF,CAL010521,NPDES,Associated Permit Record,1175640,CA,Collection: Separate Sewers,No Change,1175640.0,CA,Wastewater,Receiving Collection,6930.0,8622.0,,,6930.0,8622.0,0.0,0.0,1.0,1.0,6930.0,8622.0,1.0,1.0,6930.0,6930.0,,Y
6005108001,Hughson WWTF,CAL010521,NPDES,Associated Permit Record,1175640,CA,Collection: Pump Stations,No Change,1175640.0,CA,Wastewater,Receiving Collection,6930.0,8622.0,,,6930.0,8622.0,0.0,0.0,1.0,1.0,6930.0,8622.0,1.0,1.0,6930.0,6930.0,,Y
6005551001,Camino Heights Wastewater Treatment Plant,"R5-2012-0045,",Non-NPDES,State - Other,1175825,CA,Treatment Plant,Rehabilitation,1175825.0,CA,Wastewater,Receiving Collection,286.0,286.0,,,286.0,286.0,0.0,0.0,1.0,1.0,286.0,286.0,1.0,1.0,286.0,286.0,,Y
6005551001,Camino Heights Wastewater Treatment Plant,"R5-2012-0045,",Non-NPDES,State - Other,1175825,CA,Treatment Plant,Replacement,1175825.0,CA,Wastewater,Receiving Collection,286.0,286.0,,,286.0,286.0,0.0,0.0,1.0,1.0,286.0,286.0,1.0,1.0,286.0,286.0,,Y
6005551001,Camino Heights Wastewater Treatment Plant,"R5-2012-0045,",Non-NPDES,State - Other,1175825,CA,Collection: Separate Sewers,Rehabilitation,1175825.0,CA,Wastewater,Receiving Collection,286.0,286.0,,,286.0,286.0,0.0,0.0,1.0,1.0,286.0,286.0,1.0,1.0,286.0,286.0,,Y
6005551001,Camino Heights Wastewater Treatment Plant,"R5-2012-0045,",Non-NPDES,State - Other,1175825,CA,Collection: Separate Sewers,Replacement,1175825.0,CA,Wastewater,Receiving Collection,286.0,286.0,,,286.0,286.0,0.0,0.0,1.0,1.0,286.0,286.0,1.0,1.0,286.0,286.0,,Y
6008003001,San Jacinto Collection System,CAS618033,NPDES,Individual Permit,1175947,CA,Collection: Separate Sewers,No Change,1175947.0,CA,Wastewater,Receiving Collection,11816.0,15048.0,,,11816.0,15048.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6004009003,LACSD (San Jose Creek WRP),CA0053911,NPDES,Individual Permit,1175479,CA,Treatment Plant,Rehabilitation,1175479.0,CA,Wastewater,Receiving Collection,827206.0,886252.0,,,936523.0,1001161.0,0.0,0.0,1.0,1.0,936523.0,1001161.0,0.3,0.3,280957.0,280957.0,Y,Y
6004009003,LACSD (San Jose Creek WRP),CA0053911,NPDES,Individual Permit,1175479,CA,Treatment Plant,Replacement,1175479.0,CA,Wastewater,Receiving Collection,827206.0,886252.0,,,936523.0,1001161.0,0.0,0.0,1.0,1.0,936523.0,1001161.0,0.3,0.3,280957.0,280957.0,Y,Y
6004009003,LACSD (San Jose Creek WRP),CA0053911,NPDES,Individual Permit,1175479,CA,Treatment Plant,Increase Capacity,1175479.0,CA,Wastewater,Receiving Collection,827206.0,886252.0,,,936523.0,1001161.0,0.0,0.0,1.0,1.0,936523.0,1001161.0,0.3,0.3,280957.0,280957.0,Y,Y
6004009003,LACSD (San Jose Creek WRP),CA0053911,NPDES,Individual Permit,1175479,CA,Collection: Separate Sewers,Rehabilitation,1175479.0,CA,Wastewater,Receiving Collection,827206.0,886252.0,,,936523.0,1001161.0,0.0,0.0,1.0,1.0,936523.0,1001161.0,0.3,0.3,280957.0,280957.0,Y,Y
6004009003,LACSD (San Jose Creek WRP),CA0053911,NPDES,Individual Permit,1175479,CA,Collection: Separate Sewers,Replacement,1175479.0,CA,Wastewater,Receiving Collection,827206.0,886252.0,,,936523.0,1001161.0,0.0,0.0,1.0,1.0,936523.0,1001161.0,0.3,0.3,280957.0,280957.0,Y,Y
6004009003,LACSD (San Jose Creek WRP),CA0053911,NPDES,Individual Permit,1175479,CA,Collection: Separate Sewers,Increase Capacity,1175479.0,CA,Wastewater,Receiving Collection,827206.0,886252.0,,,936523.0,1001161.0,0.0,0.0,1.0,1.0,936523.0,1001161.0,0.3,0.3,280957.0,280957.0,Y,Y
6004009003,LACSD (San Jose Creek WRP),CA0053911,NPDES,Individual Permit,1175479,CA,Collection: Pump Stations,Rehabilitation,1175479.0,CA,Wastewater,Receiving Collection,827206.0,886252.0,,,936523.0,1001161.0,0.0,0.0,1.0,1.0,936523.0,1001161.0,0.3,0.3,280957.0,280957.0,Y,Y
6004009003,LACSD (San Jose Creek WRP),CA0053911,NPDES,Individual Permit,1175479,CA,Collection: Pump Stations,Replacement,1175479.0,CA,Wastewater,Receiving Collection,827206.0,886252.0,,,936523.0,1001161.0,0.0,0.0,1.0,1.0,936523.0,1001161.0,0.3,0.3,280957.0,280957.0,Y,Y
6004010003,L.A.-Glendale WRP,CA0053953,NPDES,Individual Permit,1175493,CA,Treatment Plant,Rehabilitation,1175493.0,CA,Wastewater,Receiving Collection,0.0,0.0,0.0,0.0,213774.0,228264.0,1799.0,1799.0,1.0,1.0,213774.0,228264.0,0.5,0.5,106887.0,106887.0,Y,Y
6004010003,L.A.-Glendale WRP,CA0053953,NPDES,Individual Permit,1175493,CA,Treatment Plant,Replacement,1175493.0,CA,Wastewater,Receiving Collection,0.0,0.0,0.0,0.0,213774.0,228264.0,1799.0,1799.0,1.0,1.0,213774.0,228264.0,0.5,0.5,106887.0,106887.0,Y,Y
6005245002,Corning WWTP,CA0004995,NPDES,Individual Permit,1175731,CA,Collection: Separate Sewers,Rehabilitation,1175731.0,CA,Wastewater,Receiving Collection,7524.0,8651.0,,,7524.0,8651.0,0.0,0.0,1.0,1.0,7524.0,8651.0,,,,,,Y
6005245002,Corning WWTP,CA0004995,NPDES,Individual Permit,1175731,CA,Collection: Separate Sewers,Replacement,1175731.0,CA,Wastewater,Receiving Collection,7524.0,8651.0,,,7524.0,8651.0,0.0,0.0,1.0,1.0,7524.0,8651.0,,,,,,Y
6005245002,Corning WWTP,CA0004995,NPDES,Individual Permit,1175731,CA,Treatment Plant,Rehabilitation,1175731.0,CA,Wastewater,Receiving Collection,7524.0,8651.0,,,7524.0,8651.0,0.0,0.0,1.0,1.0,7524.0,8651.0,,,,,,Y
6005245002,Corning WWTP,CA0004995,NPDES,Individual Permit,1175731,CA,Treatment Plant,Replacement,1175731.0,CA,Wastewater,Receiving Collection,7524.0,8651.0,,,7524.0,8651.0,0.0,0.0,1.0,1.0,7524.0,8651.0,,,,,,Y
6006008001,Tahoe-Truckee WWTP,R6T-2002-0030,Non-NPDES,State - Other,1175861,CA,Treatment Plant,Rehabilitation,1175861.0,CA,Wastewater,Receiving Collection,24756.0,31177.0,,,51159.0,57899.0,26386.0,26386.0,1.0,1.0,51159.0,57899.0,1.0,1.0,51159.0,51159.0,Y,Y
6006008001,Tahoe-Truckee WWTP,R6T-2002-0030,Non-NPDES,State - Other,1175861,CA,Treatment Plant,Replacement,1175861.0,CA,Wastewater,Receiving Collection,24756.0,31177.0,,,51159.0,57899.0,26386.0,26386.0,1.0,1.0,51159.0,57899.0,1.0,1.0,51159.0,51159.0,Y,Y
6006008001,Tahoe-Truckee WWTP,R6T-2002-0030,Non-NPDES,State - Other,1175861,CA,Collection: Separate Sewers,Rehabilitation,1175861.0,CA,Wastewater,Receiving Collection,24756.0,31177.0,,,51159.0,57899.0,26386.0,26386.0,1.0,1.0,51159.0,57899.0,1.0,1.0,51159.0,51159.0,Y,Y
6006008001,Tahoe-Truckee WWTP,R6T-2002-0030,Non-NPDES,State - Other,1175861,CA,Collection: Separate Sewers,Replacement,1175861.0,CA,Wastewater,Receiving Collection,24756.0,31177.0,,,51159.0,57899.0,26386.0,26386.0,1.0,1.0,51159.0,57899.0,1.0,1.0,51159.0,51159.0,Y,Y
6001009001,FORESTVILLE WWTF,CA0023043,NPDES,Individual Permit,1175176,CA,Treatment Plant,No Change,1175176.0,CA,Wastewater,Receiving Collection,837.0,822.0,,,837.0,822.0,0.0,0.0,1.0,1.0,837.0,822.0,,,,,,Y
6001009001,FORESTVILLE WWTF,CA0023043,NPDES,Individual Permit,1175176,CA,Collection: Separate Sewers,No Change,1175176.0,CA,Wastewater,Receiving Collection,837.0,822.0,,,837.0,822.0,0.0,0.0,1.0,1.0,837.0,822.0,,,,,,Y
