CWNS_ID,FACILITY_ID_x,STATE_CODE_x,INFRASTRUCTURE_TYPE_x,FACILITY_NAME,DESCRIPTION,OWNER_TYPE,SUPERFUND_FLAG,SEMS_ID,SCF_ELIGIBLE,REVIEW_STATUS,REVIEW_TYPE,DATE_LAST_MODIFIED,NO_NEEDS,PERMIT_NUMBER,PERMIT_SOURCE,PERMIT_TYPE,FACILITY_ID_y,STATE_CODE_y,FACILITY_TYPE,CHANGE_TYPE,FACILITY_ID,STATE_CODE,INFRASTRUCTURE_TYPE_y,POPULATION_TYPE,RESIDENTIAL_POP_2022,RESIDENTIAL_POP_2042,NONRESIDENTIAL_POP_2022,NONRESIDENTIAL_POP_2042,TOTAL_RES_POPULATION_2022,TOTAL_RES_POPULATION_2042,TOTAL_NONRES_POPULATION_2022,TOTAL_NONRES_POPULATION_2042,TREATED_DISCHARGE_PERCENTAGE_2022,TREATED_DISCHARGE_PERCENTAGE_2042,NET_TREATED_POPULATION_2022,NET_TREATED_POPULATION_2042,NO_DISCHARGE_PERCENTAGE_2022,NO_DISCHARGE_PERCENTAGE_2042,NO_DISCHARGE_POPULATION_2022,NO_DISCHARGE_POPULATION_2042,PART_OF_SEWERSHED,END_FACILITY
6008002001,1175946,CA,Wastewater,"Newport Beach, City of (Collection)",,Public,N,,N,FA,Partial,01-MAR-23,,2006-0003-DWQ,Non-NPDES,State - Other,1175946,CA,Collection: Separate Sewers,Replacement,1175946.0,CA,Wastewater,Receiving Collection,76729.0,81145.0,,,76729.0,81145.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6008002001,1175946,CA,Wastewater,"Newport Beach, City of (Collection)",,Public,N,,N,FA,Partial,01-MAR-23,,2006-0003-DWQ,Non-NPDES,State - Other,1175946,CA,Collection: Pump Stations,Rehabilitation,1175946.0,CA,Wastewater,Receiving Collection,76729.0,81145.0,,,76729.0,81145.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6008002001,1175946,CA,Wastewater,"Newport Beach, City of (Collection)",,Public,N,,N,FA,Partial,01-MAR-23,,2006-0003-DWQ,Non-NPDES,State - Other,1175946,CA,Collection: Pump Stations,Replacement,1175946.0,CA,Wastewater,Receiving Collection,76729.0,81145.0,,,76729.0,81145.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6001014001,433503,CA,Wastewater,Hopland Band WWTP,,Public,N,,N,FA,Partial,01-MAR-23,Y,,,,433503,CA,Treatment Plant,No Change,433503.0,CA,Wastewater,Receiving Collection,630.0,618.0,,,630.0,618.0,0.0,0.0,1.0,1.0,630.0,618.0,,,,,,Y
6001014001,433503,CA,Wastewater,Hopland Band WWTP,,Public,N,,N,FA,Partial,01-MAR-23,Y,,,,433503,CA,Collection: Separate Sewers,No Change,433503.0,CA,Wastewater,Receiving Collection,630.0,618.0,,,630.0,618.0,0.0,0.0,1.0,1.0,630.0,618.0,,,,,,Y
6000203200,3509698,CA,Wastewater,San Francisco PUC Collection System,,Public,N,,N,FA,Full,29-AUG-22,,CA0037664,NPDES,Individual Permit,3509698,CA,Collection: Pump Stations,Rehabilitation,3509698.0,CA,Wastewater,Receiving Collection,582120.0,684419.0,,,582120.0,684419.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6000203200,3509698,CA,Wastewater,San Francisco PUC Collection System,,Public,N,,N,FA,Full,29-AUG-22,,CA0037664,NPDES,Individual Permit,3509698,CA,Collection: Pump Stations,Replacement,3509698.0,CA,Wastewater,Receiving Collection,582120.0,684419.0,,,582120.0,684419.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6000203200,3509698,CA,Wastewater,San Francisco PUC Collection System,,Public,N,,N,FA,Full,29-AUG-22,,CA0037664,NPDES,Individual Permit,3509698,CA,Collection: Pump Stations,Increase Capacity,3509698.0,CA,Wastewater,Receiving Collection,582120.0,684419.0,,,582120.0,684419.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6000203200,3509698,CA,Wastewater,San Francisco PUC Collection System,,Public,N,,N,FA,Full,29-AUG-22,,CA0037664,NPDES,Individual Permit,3509698,CA,Collection: Combined Sewers,Rehabilitation,3509698.0,CA,Wastewater,Receiving Collection,582120.0,684419.0,,,582120.0,684419.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6000203200,3509698,CA,Wastewater,San Francisco PUC Collection System,,Public,N,,N,FA,Full,29-AUG-22,,CA0037664,NPDES,Individual Permit,3509698,CA,Collection: Combined Sewers,Replacement,3509698.0,CA,Wastewater,Receiving Collection,582120.0,684419.0,,,582120.0,684419.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6000203200,3509698,CA,Wastewater,San Francisco PUC Collection System,,Public,N,,N,FA,Full,29-AUG-22,,CA0037664,NPDES,Individual Permit,3509698,CA,Collection: Interceptor Sewers,Rehabilitation,3509698.0,CA,Wastewater,Receiving Collection,582120.0,684419.0,,,582120.0,684419.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6000203200,3509698,CA,Wastewater,San Francisco PUC Collection System,,Public,N,,N,FA,Full,29-AUG-22,,CA0037664,NPDES,Individual Permit,3509698,CA,Collection: Interceptor Sewers,Replacement,3509698.0,CA,Wastewater,Receiving Collection,582120.0,684419.0,,,582120.0,684419.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6021010005,2902596,CA,Stormwater,Eureka Storm Water System,,Public,N,,N,FA,Partial,29-AUG-22,,CAS000001,Non-NPDES,State - Other,2902596,CA,Phase II MS4,Rehabilitation,,,,,,,,,,,,,,,,,,,,,,
6021010005,2902596,CA,Stormwater,Eureka Storm Water System,,Public,N,,N,FA,Partial,29-AUG-22,,CAS000001,Non-NPDES,State - Other,2902596,CA,Phase II MS4,Replacement,,,,,,,,,,,,,,,,,,,,,,
6002041001,1175299,CA,Wastewater,San Jose/Santa Clara WPCP,,Public,N,,N,FA,Full,29-AUG-22,,CA0037842,NPDES,Individual Permit,1175299,CA,Treatment Plant,Rehabilitation,1175299.0,CA,Wastewater,Receiving Collection,0.0,0.0,0.0,0.0,1389338.0,1807956.0,47628.0,47628.0,1.0,1.0,1389338.0,1807956.0,0.1,0.1,138934.0,138934.0,Y,Y
6002041001,1175299,CA,Wastewater,San Jose/Santa Clara WPCP,,Public,N,,N,FA,Full,29-AUG-22,,CA0037842,NPDES,Individual Permit,1175299,CA,Treatment Plant,Replacement,1175299.0,CA,Wastewater,Receiving Collection,0.0,0.0,0.0,0.0,1389338.0,1807956.0,47628.0,47628.0,1.0,1.0,1389338.0,1807956.0,0.1,0.1,138934.0,138934.0,Y,Y
6002041001,1175299,CA,Wastewater,San Jose/Santa Clara WPCP,,Public,N,,N,FA,Full,29-AUG-22,,CA0037842,NPDES,Individual Permit,1175299,CA,Water Reuse,Expansion,1175299.0,CA,Wastewater,Receiving Collection,0.0,0.0,0.0,0.0,1389338.0,1807956.0,47628.0,47628.0,1.0,1.0,1389338.0,1807956.0,0.1,0.1,138934.0,138934.0,Y,Y
6002155001,1175365,CA,Wastewater,S. MARIN SUBREG OUTFALL,,Public,N,,N,FA,Partial,03-MAY-23,Y,CA0037711,NPDES,Individual Permit,1175365,CA,Collection: Separate Sewers,No Change,1175365.0,CA,Wastewater,Receiving Collection,26100.0,26100.0,,,26100.0,26100.0,0.0,0.0,1.0,1.0,26100.0,26100.0,,,,,,Y
6002155001,1175365,CA,Wastewater,S. MARIN SUBREG OUTFALL,,Public,N,,N,FA,Partial,03-MAY-23,Y,CA0037711,NPDES,Individual Permit,1175365,CA,Treatment Plant,No Change,1175365.0,CA,Wastewater,Receiving Collection,26100.0,26100.0,,,26100.0,26100.0,0.0,0.0,1.0,1.0,26100.0,26100.0,,,,,,Y
6003072001,1175440,CA,Wastewater,GUADALUPE WWTF,,Public,N,,Y,FA,Partial,01-MAR-23,,2006-0003-DWQ,Non-NPDES,State - Other,1175440,CA,Collection: Separate Sewers,Rehabilitation,1175440.0,CA,Wastewater,Receiving Collection,6767.0,6767.0,,,6767.0,6767.0,0.0,0.0,1.0,1.0,6767.0,6767.0,1.0,1.0,6767.0,6767.0,,Y
6003072001,1175440,CA,Wastewater,GUADALUPE WWTF,,Public,N,,Y,FA,Partial,01-MAR-23,,2006-0003-DWQ,Non-NPDES,State - Other,1175440,CA,Collection: Separate Sewers,Replacement,1175440.0,CA,Wastewater,Receiving Collection,6767.0,6767.0,,,6767.0,6767.0,0.0,0.0,1.0,1.0,6767.0,6767.0,1.0,1.0,6767.0,6767.0,,Y
6003072001,1175440,CA,Wastewater,GUADALUPE WWTF,,Public,N,,Y,FA,Partial,01-MAR-23,,2006-0003-DWQ,Non-NPDES,State - Other,1175440,CA,Treatment Plant,Rehabilitation,1175440.0,CA,Wastewater,Receiving Collection,6767.0,6767.0,,,6767.0,6767.0,0.0,0.0,1.0,1.0,6767.0,6767.0,1.0,1.0,6767.0,6767.0,,Y
6003072001,1175440,CA,Wastewater,GUADALUPE WWTF,,Public,N,,Y,FA,Partial,01-MAR-23,,2006-0003-DWQ,Non-NPDES,State - Other,1175440,CA,Treatment Plant,Replacement,1175440.0,CA,Wastewater,Receiving Collection,6767.0,6767.0,,,6767.0,6767.0,0.0,0.0,1.0,1.0,6767.0,6767.0,1.0,1.0,6767.0,6767.0,,Y
6005145001,1175665,CA,Wastewater,LAKEPORT SOUTH WWTF,,Public,N,,Y,FA,Partial,01-MAR-23,Y,R5-2012-0025,Non-NPDES,Other,1175665,CA,Treatment Plant,No Change,1175665.0,CA,Wastewater,Receiving Collection,4590.0,5101.0,,,4590.0,5101.0,0.0,0.0,1.0,1.0,4590.0,5101.0,1.0,1.0,4590.0,4590.0,,Y
6005145001,1175665,CA,Wastewater,LAKEPORT SOUTH WWTF,,Public,N,,Y,FA,Partial,01-MAR-23,Y,R5-2012-0025,Non-NPDES,Other,1175665,CA,Collection: Separate Sewers,No Change,1175665.0,CA,Wastewater,Receiving Collection,4590.0,5101.0,,,4590.0,5101.0,0.0,0.0,1.0,1.0,4590.0,5101.0,1.0,1.0,4590.0,4590.0,,Y
6007022001,1175930,CA,Wastewater,Brawley WWTP,,Public,N,,N,FA,Partial,01-DEC-22,,CA0104523,NPDES,Individual Permit,1175930,CA,Treatment Plant,No Change,1175930.0,CA,Wastewater,Receiving Collection,42320.0,42320.0,,,42320.0,42320.0,0.0,0.0,1.0,1.0,42320.0,42320.0,,,,,,Y
6007022001,1175930,CA,Wastewater,Brawley WWTP,,Public,N,,N,FA,Partial,01-DEC-22,,CA0104523,NPDES,Individual Permit,1175930,CA,Collection: Separate Sewers,Rehabilitation,1175930.0,CA,Wastewater,Receiving Collection,42320.0,42320.0,,,42320.0,42320.0,0.0,0.0,1.0,1.0,42320.0,42320.0,,,,,,Y
6007022001,1175930,CA,Wastewater,Brawley WWTP,,Public,N,,N,FA,Partial,01-DEC-22,,CA0104523,NPDES,Individual Permit,1175930,CA,Collection: Separate Sewers,Replacement,1175930.0,CA,Wastewater,Receiving Collection,42320.0,42320.0,,,42320.0,42320.0,0.0,0.0,1.0,1.0,42320.0,42320.0,,,,,,Y
6007022001,1175930,CA,Wastewater,Brawley WWTP,,Public,N,,N,FA,Partial,01-DEC-22,,R7-05-21,Non-NPDES,State,1175930,CA,Treatment Plant,No Change,1175930.0,CA,Wastewater,Receiving Collection,42320.0,42320.0,,,42320.0,42320.0,0.0,0.0,1.0,1.0,42320.0,42320.0,,,,,,Y
6007022001,1175930,CA,Wastewater,Brawley WWTP,,Public,N,,N,FA,Partial,01-DEC-22,,R7-05-21,Non-NPDES,State,1175930,CA,Collection: Separate Sewers,Rehabilitation,1175930.0,CA,Wastewater,Receiving Collection,42320.0,42320.0,,,42320.0,42320.0,0.0,0.0,1.0,1.0,42320.0,42320.0,,,,,,Y
6007022001,1175930,CA,Wastewater,Brawley WWTP,,Public,N,,N,FA,Partial,01-DEC-22,,R7-05-21,Non-NPDES,State,1175930,CA,Collection: Separate Sewers,Replacement,1175930.0,CA,Wastewater,Receiving Collection,42320.0,42320.0,,,42320.0,42320.0,0.0,0.0,1.0,1.0,42320.0,42320.0,,,,,,Y
6008044001,1175998,CA,Wastewater,"Cypress, City of (Collection)",,Public,N,,N,FA,Partial,01-MAR-23,,2006-0003-DWQ,Non-NPDES,State - Other,1175998,CA,Collection: Separate Sewers,Rehabilitation,1175998.0,CA,Wastewater,Receiving Collection,45559.0,50038.0,,,45559.0,50038.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6008044001,1175998,CA,Wastewater,"Cypress, City of (Collection)",,Public,N,,N,FA,Partial,01-MAR-23,,2006-0003-DWQ,Non-NPDES,State - Other,1175998,CA,Collection: Separate Sewers,Replacement,1175998.0,CA,Wastewater,Receiving Collection,45559.0,50038.0,,,45559.0,50038.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
6005082021,3489196,CA,Wastewater,Forest Meadows STP,,Public,N,,Y,FA,Partial,03-MAY-23,Y,CA0085278,NPDES,Individual Permit,3489196,CA,Treatment Plant,No Change,3489196.0,CA,Wastewater,Receiving Collection,1080.0,2858.0,,,1080.0,2858.0,0.0,0.0,1.0,1.0,1080.0,2858.0,0.9,0.9,972.0,972.0,,Y
6005082021,3489196,CA,Wastewater,Forest Meadows STP,,Public,N,,Y,FA,Partial,03-MAY-23,Y,CA0085278,NPDES,Individual Permit,3489196,CA,Collection: Separate Sewers,No Change,3489196.0,CA,Wastewater,Receiving Collection,1080.0,2858.0,,,1080.0,2858.0,0.0,0.0,1.0,1.0,1080.0,2858.0,0.9,0.9,972.0,972.0,,Y
6005047001,1175567,CA,Wastewater,EARLIMART WWTF,,Public,N,,Y,FA,Partial,01-MAR-23,Y,,,,1175567,CA,Treatment Plant,No Change,1175567.0,CA,Wastewater,Receiving Collection,8010.0,6381.0,,,8010.0,6381.0,0.0,0.0,1.0,1.0,8010.0,6381.0,1.0,1.0,8010.0,8010.0,,Y
6005047001,1175567,CA,Wastewater,EARLIMART WWTF,,Public,N,,Y,FA,Partial,01-MAR-23,Y,,,,1175567,CA,Collection: Separate Sewers,No Change,1175567.0,CA,Wastewater,Receiving Collection,8010.0,6381.0,,,8010.0,6381.0,0.0,0.0,1.0,1.0,8010.0,6381.0,1.0,1.0,8010.0,8010.0,,Y
6005108001,1175640,CA,Wastewater,Hughson WWTF,,Public,N,,Y,FA,Partial,01-MAR-23,Y,R5-2012-000,Non-NPDES,Other,1175640,CA,Treatment Plant,No Change,1175640.0,CA,Wastewater,Receiving Collection,6930.0,8622.0,,,6930.0,8622.0,0.0,0.0,1.0,1.0,6930.0,8622.0,1.0,1.0,6930.0,6930.0,,Y
6005108001,1175640,CA,Wastewater,Hughson WWTF,,Public,N,,Y,FA,Partial,01-MAR-23,Y,R5-2012-000,Non-NPDES,Other,1175640,CA,Collection: Separate Sewers,No Change,1175640.0,CA,Wastewater,Receiving Collection,6930.0,8622.0,,,6930.0,8622.0,0.0,0.0,1.0,1.0,6930.0,8622.0,1.0,1.0,6930.0,6930.0,,Y
6005108001,1175640,CA,Wastewater,Hughson WWTF,,Public,N,,Y,FA,Partial,01-MAR-23,Y,R5-2012-000,Non-NPDES,Other,1175640,CA,Collection: Pump Stations,No Change,1175640.0,CA,Wastewater,Receiving Collection,6930.0,8622.0,,,6930.0,8622.0,0.0,0.0,1.0,1.0,6930.0,8622.0,1.0,1.0,6930.0,6930.0,,Y
6005108001,1175640,CA,Wastewater,Hughson WWTF,,Public,N,,Y,FA,Partial,01-MAR-23,Y,CAL010521,NPDES,Associated Permit Record,1175640,CA,Treatment Plant,No Change,1175640.0,CA,Wastewater,Receiving Collection,6930.0,8622.0,,,6930.0,8622.0,0.0,0.0,1.0,1.0,6930.0,8622.0,1.0,1.0,6930.0,6930.0,,Y
6005108001,1175640,CA,Wastewater,Hughson WWTF,,Public,N,,Y,FA,Partial,01-MAR-23,Y,CAL010521,NPDES,Associated Permit Record,1175640,CA,Collection: Separate Sewers,No Change,1175640.0,CA,Wastewater,Receiving Collection,6930.0,8622.0,,,6930.0,8622.0,0.0,0.0,1.0,1.0,6930.0,8622.0,1.0,1.0,6930.0,6930.0,,Y
6005108001,1175640,CA,Wastewater,Hughson WWTF,,Public,N,,Y,FA,Partial,01-MAR-23,Y,CAL010521,NPDES,Associated Permit Record,1175640,CA,Collection: Pump Stations,No Change,1175640.0,CA,Wastewater,Receiving Collection,6930.0,8622.0,,,6930.0,8622.0,0.0,0.0,1.0,1.0,6930.0,8622.0,1.0,1.0,6930.0,6930.0,,Y
6005551001,1175825,CA,Wastewater,Camino Heights Wastewater Treatment Plant,,Public,N,,Y,FA,Partial,01-DEC-22,,"R5-2012-0045,",Non-NPDES,State - Other,1175825,CA,Treatment Plant,Rehabilitation,1175825.0,CA,Wastewater,Receiving Collection,286.0,286.0,,,286.0,286.0,0.0,0.0,1.0,1.0,286.0,286.0,1.0,1.0,286.0,286.0,,Y
6005551001,1175825,CA,Wastewater,Camino Heights Wastewater Treatment Plant,,Public,N,,Y,FA,Partial,01-DEC-22,,"R5-2012-0045,",Non-NPDES,State - Other,1175825,CA,Treatment Plant,Replacement,1175825.0,CA,Wastewater,Receiving Collection,286.0,286.0,,,286.0,286.0,0.0,0.0,1.0,1.0,286.0,286.0,1.0,1.0,286.0,286.0,,Y
6005551001,1175825,CA,Wastewater,Camino Heights Wastewater Treatment Plant,,Public,N,,Y,FA,Partial,01-DEC-22,,"R5-2012-0045,",Non-NPDES,State - Other,1175825,CA,Collection: Separate Sewers,Rehabilitation,1175825.0,CA,Wastewater,Receiving Collection,286.0,286.0,,,286.0,286.0,0.0,0.0,1.0,1.0,286.0,286.0,1.0,1.0,286.0,286.0,,Y
6005551001,1175825,CA,Wastewater,Camino Heights Wastewater Treatment Plant,,Public,N,,Y,FA,Partial,01-DEC-22,,"R5-2012-0045,",Non-NPDES,State - Other,1175825,CA,Collection: Separate Sewers,Replacement,1175825.0,CA,Wastewater,Receiving Collection,286.0,286.0,,,286.0,286.0,0.0,0.0,1.0,1.0,286.0,286.0,1.0,1.0,286.0,286.0,,Y
6008003001,1175947,CA,Wastewater,San Jacinto Collection System,,Public,N,,N,FA,Partial,03-MAY-23,Y,CAS618033,NPDES,Individual Permit,1175947,CA,Collection: Separate Sewers,No Change,1175947.0,CA,Wastewater,Receiving Collection,11816.0,15048.0,,,11816.0,15048.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Y,
