"CWNS_ID","FACILITY_ID","STATE_CODE","INFRASTRUCTURE_TYPE","POPULATION_TYPE","RES_POP_PER_UNIT","RES_NUM_OF_UNIT_2022","RES_NUM_OF_UNIT_2042","RESIDENTIAL_POP_2022","RESIDENTIAL_POP_2042","NONRES_POP_PER_UNIT","NONRES_NUM_OF_UNIT_2022","NONRES_NUM_OF_UNIT_2042","NONRESIDENTIAL_POP_2022","NONRESIDENTIAL_POP_2042"
"25000247002",3603937,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,5616,5616,15275.52,15275.52,2.72,,,,
"16000229002",3603948,ID,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,42,42,104.16,104.16,,,,,
"51000010216",3541878,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,22983,22983,58376.82,58376.82,,,,,
"51000010111",3542039,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,0,1440,0,3657.6,,,,,
"18120000074",3542604,IN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,5695,5695,14237.5,14237.5,,,,,
"18000008012",417741,IN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,8767,10614,21917.5,26535,,,,,
"25000410001",487351,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,1162,1162,3160.64,3160.64,,,,,
"25000590001",494718,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,5341,5341,14527.52,14527.52,,,,,
"25000730001",494755,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,560,560,1523.2,1523.2,,,,,
"25001400001",494794,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,1575,1575,4284,4284,,,,,
"05000040002",3604890,AR,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.71,166,0,449.86,0,,,,,
"09000540002",3604893,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,5101,5101,12650.48,12650.48,,,,,
"34001277002",3604894,NJ,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.64,4543,4543,11993.52,11993.52,,,,,
"05000083002",3604900,AR,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.21,40,40,88.4,88.4,,,,,
"18000008034",417903,IN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,18804,18804,47010,47010,,,,,
"20002004023",447634,KS,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.15,566,626,1216.9,1345.9,,,,,
"09001470001",1071952,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,1019,1019,2527.12,2527.12,,,,,
"25000100001",1092395,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,5458,5458,14845.76,14845.76,,,,,
"50000035001",1094085,VT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.47,100,0,247,0,,,,,
"47000007001",1235027,TN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.71,438,438,1186.98,1186.98,,,,,
"09000000032",3605793,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,2284,2284,5664.32,5664.32,,,,,
"09000900002",3605794,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,3075,3435,7687.5,8587.5,,,,,
"09001100002",3605795,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,1185,1185,2938.8,2938.8,,,,,
"25000007002",3605812,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,796,796,2165.12,2165.12,,,,,
"25000012002",3605813,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,4711,4711,12813.92,12813.92,,,,,
"09000230002",3603025,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,1641,1844,4102.5,4610,,,,,
"25000180002",3603035,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,1810,1810,4923.2,4923.2,,,,,
"25000196002",3603036,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,2373,2373,6454.56,6454.56,,,,,
"05000313002",3603042,AR,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.42,99,99,239.58,239.58,,,,,
"09000010001",1071768,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,1294,1361,3235,3402.5,,,,,
"09001610002",1071967,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.67,3473,3473,9272.91,9272.91,,,,,
"25000120001",1092414,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,4732,4732,12871.04,12871.04,,,,,
"05000106001",1104942,AR,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.41,179,182,431.39,438.62,,,,,
"23000176001",1142609,ME,Decentralized Wastewater Treatment,Clustered Systems,2.47,20,20,49.4,49.4,,,,,
"39011410001",2816865,OH,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.55,17000,17000,43350,43350,,,,,
"31000270001",3331726,NE,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.39,51,51,121.89,121.89,,,,,
"12000700020",3500385,FL,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.46,7332,7332,18036.72,18036.72,,,,,
"12000700032",3500422,FL,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.46,2566,2566,6312.36,6312.36,,,,,
"12000700054",3500466,FL,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.46,10997,10997,27052.62,27052.62,,,,,
"12000701005",3501012,FL,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.46,0,12060,0,29667.6,,,,,
"12000701013",3501031,FL,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.46,0,1016,0,2499.36,,,,,
"54000288001",3516216,WV,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.53,6759,6759,17100.27,17100.27,,,,,
"39007420021",3520757,OH,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.56,6400,6400,16384,16384,,,,,
"53002012058",3538356,WA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,84885,84885,213910.2,213910.2,,,,,
"26007003026",3539161,MI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.23,15563,15563,34705.49,34705.49,,,,,
"26007003056",3539441,MI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,39487,39487,98717.5,98717.5,,,,,
"51000010069",3541513,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,0,1071,0,2720.34,,,,,
"51000010078",3541524,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,0,602,0,1529.08,,,,,
"51000010105",3541845,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,0,5867,0,14902.18,,,,,
"18120000072",3542602,IN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,1309,1309,3272.5,3272.5,,,,,
"39010350001",2810689,OH,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.39,7950,7950,19000.5,19000.5,,,,,
"34005310001",2890207,NJ,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.57,15684,16325,40307.88,41955.25,,,,,
"09001550002",3604022,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,1508,1508,3739.84,3739.84,,,,,
"27009414001",1148489,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.43,133,133,323.19,323.19,,,,,
"47000860001",1166123,TN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.47,164,164,405.08,405.08,,,,,
"54002591001",1094994,WV,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.44,5771,5771,14081.24,14081.24,,,,,
"09001170003",3600513,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.67,56,56,149.52,149.52,,,,,
"09000000002",3600514,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.67,5766,5766,15395.22,15395.22,,,,,
"09001400002",3600515,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.51,997,997,2502.47,2502.47,,,,,
"09001440002",3600516,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,5708,5773,14270,14432.5,,,,,
"09000000003",3600517,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.67,2569,2569,6859.23,6859.23,,,,,
"25000242002",3600529,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,1622,1622,4411.84,4411.84,,,,,
"17009951002",3600537,IL,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.49,390,390,971.1,971.1,,,,,
"31000076002",3604935,NE,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.42,40,40,96.8,96.8,,,,,
"09001010002",3604954,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,3789,3833,9472.5,9582.5,,,,,
"25000116002",3604964,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,39,39,106.08,106.08,,,,,
"25000159002",3604965,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,350,350,952,952,,,,,
"25000207002",3604966,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,2242,2242,6098.24,6098.24,,,,,
"25000211002",3604967,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,698,698,1898.56,1898.56,,,,,
"25000220002",3604968,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,5448,5448,14818.56,14818.56,,,,,
"05000691002",3605835,AR,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.49,236,236,587.64,587.64,,,,,
"05000244001",1105072,AR,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.57,126,126,323.82,323.82,,,,,
"31002240001",3305819,NE,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.42,28,28,67.76,67.76,,,,,
"31000940001",3335090,NE,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.59,22,22,56.98,56.98,,,,,
"12000700021",3500386,FL,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.46,2995,2995,7367.7,7367.7,,,,,
"12000700060",3500472,FL,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.46,16522,16522,40644.12,40644.12,,,,,
"12000701061",3501107,FL,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.46,0,3956,0,9731.76,,,,,
"34002065022",3521719,NJ,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.79,970,2220,2706.3,6193.8,,,,,
"39001228001",3542798,OH,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.42,4789,4789,11589.38,11589.38,,,,,
"12000700050",3500460,FL,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.46,47500,47500,116850,116850,,,,,
"12000701028",3501052,FL,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.46,0,8776,0,21588.96,,,,,
"12000701055",3501101,FL,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.46,0,4284,0,10538.64,,,,,
"54000909001",3503660,WV,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.56,2983,2983,7636.48,7636.48,,,,,
"60000000004",3605858,AS,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.61,19,19,49.59,49.59,,,,,
"32000033002",3605862,NV,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.61,41,41,107.01,107.01,2.61,45,45,117.45,117.45
"25000770001",494775,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,2493,,6780.96,,,,,,
"25001460001",494790,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,947,947,2575.84,2575.84,,,,,
"25000990002",3600207,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,130,130,353.6,353.6,,,,,
"26007003063",3539448,MI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,21853,21853,55506.62,55506.62,,,,,
"51000010153",3541145,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,2400,2400,6096,6096,,,,,
"51000010171",3541486,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,4529,4529,11503.66,11503.66,,,,,
"48001097001",3542800,TX,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,13707,18119,34541.64,45659.88,,,,,
"53200400015",379325,WA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,8819,8819,22223.88,22223.88,,,,,
"18000008008",417708,IN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,40294,41441,100735,103602.5,,,,,
"18000008017",417773,IN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,3084,3917,7710,9792.5,,,,,
"18000008027",417851,IN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,4091,5618,10227.5,14045,,,,,
"25000450001",487713,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,765,765,2080.8,2080.8,,,,,
"25000490001",494467,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,2986,2986,8121.92,8121.92,,,,,
"25001270001",495072,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,156,156,424.32,424.32,,,,,
"35000061002",3604039,NM,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.73,101,101,275.73,275.73,,,,,
"09001560002",3604086,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,858,858,2145,2145,,,,,
"25000050002",3600224,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,381,381,1036.32,1036.32,,,,,
"25000056002",3600225,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,4155,4155,11301.6,11301.6,,,,,
"25000118002",3600226,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,312,312,848.64,848.64,,,,,
"25000240002",3600227,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,2253,2253,6128.16,6128.16,,,,,
"05000176002",3600238,AR,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.46,98,98,241.08,241.08,,,,,
"25000095002",3600595,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,5661,5661,15397.92,15397.92,2.72,514,514,1398.08,1398.08
"24000000002",3600602,MD,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.61,902,902,2354.22,2354.22,,,,,
"24070300002",3606526,MD,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.62,7534,7534,19739.08,19739.08,,,,,
"21000086003",3605004,KY,Decentralized Wastewater Treatment,Clustered Systems,2.5,613,0,1532.5,0,,,,,
"47002017003",1166243,TN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.37,1561,1561,3699.57,3699.57,,,,,
"26007003017",3539144,MI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.56,11323,11323,28986.88,28986.88,,,,,
"51000010005",3539599,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,0,325,0,825.5,,,,,
"51000010016",3540520,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,0,1825,0,4635.5,,,,,
"51000010143",3540762,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,437,437,1109.98,1109.98,,,,,
"51000010032",3540859,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,0,0,0,0,,,,,
"51000010033",3540876,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,0,12,0,30.48,,,,,
"51000010155",3541148,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,8130,8130,20650.2,20650.2,,,,,
"18120000076",3542616,IN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,6264,6876,15660,17190,,,,,
"18000008003",417654,IN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,4284,4284,10710,10710,,,,,
"18000008036",417916,IN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,2536,2536,6340,6340,,,,,
"20002004107",448878,KS,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.14,1331,1743,2848.34,3730.02,,,,,
"20002004121",449071,KS,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.55,2132,3660,5436.6,9333,,,,,
"20002004193",450561,KS,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.2,468,560,1029.6,1232,,,,,
"25000500001",494482,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,1765,1765,4800.8,4800.8,,,,,
"25001070001",494934,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,1067,1067,2902.24,2902.24,,,,,
"25001310001",495092,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,336,336,913.92,913.92,,,,,
"09000031001",1071771,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.51,571,571,1433.21,1433.21,,,,,
"09000300001",1071802,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,2152,2315,5380,5787.5,,,,,
"54005505009",1095336,WV,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.45,10313,10500,25266.85,25725,,,,,
"25000036002",3603141,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,1,1,2.72,2.72,,,,,
"25000044002",3603142,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,297,297,807.84,807.84,,,,,
"39011090001",2814151,OH,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.52,14104,14104,35542.08,35542.08,,,,,
"09000860002",3604730,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,3266,3266,8099.68,8099.68,,,,,
"09000000030",3604731,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,1194,1561,2985,3902.5,,,,,
"25000135002",3604737,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,337,337,916.64,916.64,,,,,
"09001430002",3604141,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.51,3467,3467,8702.17,8702.17,,,,,
"09001510002",3604142,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,17211,17331,43027.5,43327.5,,,,,
"47008210001",1166284,TN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.42,265,265,641.3,641.3,,,,,
"31001460002",3605960,NE,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,25,25,62,62,,,,,
"31000130001",3342148,NE,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.32,31,31,71.92,71.92,,,,,
"12000701012",3501029,FL,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.46,0,4384,0,10784.64,,,,,
"23000421001",3513476,ME,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.31,4217,4217,9741.27,9741.27,,,,,
"23000423001",3513477,ME,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.31,10037,10037,23185.47,23185.47,,,,,
"39007420020",3520756,OH,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.56,10040,10040,25702.4,25702.4,,,,,
"39007420022",3520758,OH,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.56,12000,12000,30720,30720,,,,,
"39000133008",3538917,OH,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.29,11201,11201,25650.29,25650.29,,,,,
"26007003016",3539143,MI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.42,14423,14423,34903.66,34903.66,,,,,
"26007003029",3539164,MI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.65,12495,12495,33111.75,33111.75,,,,,
"51000010089",3541823,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,0,6877,0,17467.58,,,,,
"51000010239",3542097,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,3162,3162,8031.48,8031.48,,,,,
"18000008250",417889,IN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,8302,8302,20755,20755,,,,,
"18000008046",418863,IN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,34192,36278,85480,90695,,,,,
"20002004005",447453,KS,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.48,750,1050,1860,2604,,,,,
"20002004041",447763,KS,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.34,1671,2099,3910.14,4911.66,,,,,
"20002004063",448084,KS,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.13,533,593,1135.29,1263.09,,,,,
"20002004081",448393,KS,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,3.01,540,652,1625.4,1962.52,,,,,
"47000590001",1166065,TN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.46,668,668,1643.28,1643.28,,,,,
"12000701003",3501008,FL,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.46,0,3916,0,9633.36,,,,,
"12000701059",3501105,FL,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.46,0,2380,0,5854.8,,,,,
"12000701065",3501141,FL,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.46,0,2120,0,5215.2,,,,,
"09000340002",3602890,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.67,10912,10912,29135.04,29135.04,,,,,
"34004399001",1073725,NJ,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.65,648,648,1717.2,1717.2,,,,,
"34004399001",1073725,NJ,Decentralized Wastewater Treatment,Clustered Systems,2.65,111,111,294.15,294.15,,,,,
"09001280002",3602891,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,4063,4170,10157.5,10425,,,,,
"26007003051",3539436,MI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.69,24127,24127,64901.63,64901.63,,,,,
"51000010027",3540840,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,0,4936,0,12537.44,,,,,
"51000010031",3540858,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,0,144,0,365.76,,,,,
"51000010147",3541139,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,28156,28156,71516.24,71516.24,,,,,
"51000010075",3541521,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,0,1496,0,3799.84,,0,0,,
"51000010206",3541860,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,7742,7742,19664.68,19664.68,,,,,
"18120000077",3542617,IN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,4461,4827,11152.5,12067.5,,,,,
"20002004057",447892,KS,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.95,868,1768,2560.6,5215.6,,,,,
"20002004135",449454,KS,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.23,724,784,1614.52,1748.32,,,,,
"20002004167",450214,KS,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.26,548,640,1238.48,1446.4,,,,,
"34006039022",494224,NJ,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.73,3772,12575,10297.56,34329.75,,,,,
"09000670001",1071851,CT,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,1521,1733,3802.5,4332.5,,,,,
"39011010001",2814058,OH,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.45,10600,10600,25970,25970,,,,,
"27005006001",1148321,MN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.49,1473,,3667.77,,,,,,
"16000224001",1128745,ID,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,3.36,77,77,258.72,258.72,,,,,
"21000391001",1139779,KY,Decentralized Wastewater Treatment,Clustered Systems,2.5,106,169,265,422.5,,,,,
"26007003001",3538999,MI,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.65,30793,30793,81601.45,81601.45,,,,,
"51000010041",3540885,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,0,3661,0,9298.94,,,,,
"51000010154",3541146,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,8762,8762,22255.48,22255.48,,,,,
"51000010168",3541163,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,14325,14325,36385.5,36385.5,,,,,
"51000010179",3541494,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,8401,8401,21338.54,21338.54,,,,,
"51000010181",3541497,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,12827,12827,32580.58,32580.58,,,,,
"51000010188",3541504,VA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.54,10559,10559,26819.86,26819.86,,,,,
"31010007001",406061,NE,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.63,311,311,817.93,817.93,,,,,
"18000008006",417688,IN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.5,1350,1577,3375,3942.5,,,,,
"25000550001",494619,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,432,432,1175.04,1175.04,,,,,
"25000282001",1092554,MA,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.72,1298,1298,3530.56,3530.56,,,,,
"47000942001",1166137,TN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.42,355,281,859.1,680.02,,,,,
"23000131001",1142569,ME,Decentralized Wastewater Treatment,Clustered Systems,2.52,175,175,441,441,,,,,
"31001795001",3361970,NE,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.6,15,15,39,39,,,,,
"12000700024",3500389,FL,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.46,3666,3666,9018.36,9018.36,,,,,
"12000700038",3500428,FL,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.46,1291,1291,3175.86,3175.86,,,,,
"54000706002",3510076,WV,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.4,3268,3300,7843.2,7920,,,,,
"24070022004",3513216,MD,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.62,20741,20741,54341.42,54341.42,,,,,
"23000401001",3513459,ME,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.31,17073,17073,39438.63,39438.63,,,,,
"05000430001",1105219,AR,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.4,98,98,235.2,235.2,,,,,
"47000650001",1235047,TN,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.35,237,237,556.95,556.95,,,,,
"05000695002",3602861,AR,Decentralized Wastewater Treatment,Onsite Wastewater Treatment Systems,2.49,258,258,642.42,642.42,,,,,
