"CWNS_ID","FACILITY_ID","STATE_CODE","INFRASTRUCTURE_TYPE","FACILITY_TYPE","POPULATION_TYPE","TOTAL_RES_POPULATION_2022","TOTAL_RES_POPULATION_2042","CURRENT_EFFLUENT_TREATMENT_LEVEL","FUTURE_EFFLUENT_TREATMENT_LEVEL","PART_OF_SEWERSHED","NO_DISCHARGE_PERCENTAGE_2022","NO_DISCHARGE_PERCENTAGE_2042","NO_DISCHARGE_POPULATION_2022","NO_DISCHARGE_POPULATION_2042","LOCATION_TYPE","LATITUDE","LONGITUDE","DATUM","ADDRESS","ADDRESS_2","CITY_ID","CITY","ZIP_CODE","COUNTY_FIPS","COUNTY_NAME"
"28000405001",1160280,MS,Wastewater,Treatment Plant,Receiving Collection,484,484,Secondary,Secondary,,,,,,Point,"33.1157",-89.4736,NAD83,OLD BUSINESS HWY 12,,14251,Ethel,"39067","28007",Attala
"28000410001",1160281,MS,Wastewater,Treatment Plant,Receiving Collection,2317,2317,Secondary,Secondary,,,,,,Point,"33.5303",-89.2535,NAD83,LAGOON ROAD,,14253,Eupora,"39744","28155",Webster
"28000415001",1160282,MS,Wastewater,Treatment Plant,Receiving Collection,490,490,Secondary,Secondary,,,,,,Point,"31.7221",-91.0644,NAD83,OLD HIGHWAY 61 NORTH,,14257,Fayette,"39069","28063",Jefferson
"28000415002",1160283,MS,Wastewater,Treatment Plant,Receiving Collection,1207,1207,Secondary,Secondary,,,,,,Point,"31.7128",-91.0474,NAD83,HWY 28 EAST,,14257,Fayette,"39069","28063",Jefferson
"28000415003",1160284,MS,Wastewater,Treatment Plant,Receiving Collection,755,755,Secondary,Secondary,,,,,,Point,"31.7058",-91.0876,NAD83,HWY 61 SOUTH,,14257,Fayette,"39069","28063",Jefferson
"28000420001",1233729,MS,Wastewater,Treatment Plant,Receiving Collection,1525,1525,Advanced,Advanced,,,,,,Point,"32.6061",-90.3368,NAD83,"292 KEARNEY PARK RD",,14259,Flora,"39071","28089",Madison
"28000425001",1233730,MS,Wastewater,Treatment Plant,Receiving Collection,2385,2385,Advanced,Advanced,Y,,,,,Point,,,NAD83,"451 SOUTH CHURCH STREET",,14260,Florence,"39073","28121",Rankin
"28000445001",1160289,MS,Wastewater,Treatment Plant,Receiving Collection,391,391,Advanced,Advanced,,,,,,Point,"33.3002",-89.4064,NAD83,HIGHWAY 413 & OLD NATCHEZ TRAC,,14264,French Camp,"39745","28019",Choctaw
"28000450001",1160290,MS,Wastewater,Treatment Plant,Receiving Collection,1354,1354,Secondary,Secondary,,,,,,Point,"34.3703",-90.6308,NAD83,WALNUT STREET,,14265,Friars Point,"38631","28027",Coahoma
"28000455003",1160293,MS,Wastewater,Treatment Plant,Receiving Collection,2462,2462,Secondary,Secondary,,,,,,Point,"34.2516",-88.4214,NAD83,EAST WIYGUL STREET,,14266,Fulton,"38843","28057",Itawamba
"28000470001",1233732,MS,Wastewater,Treatment Plant,Receiving Collection,330,330,Secondary,Secondary,,,,,,Point,,,NAD83,"1164 RAILROAD AVENUE",,14270,Georgetown,"39078","28029",Copiah
"28000471001",1160300,MS,Wastewater,Treatment Plant,Receiving Collection,1596,1596,Secondary,Secondary,Y,,,,,Point,"31.3581",-89.2842,NAD83,GANDY AVENUE,,14290,Hattiesburg,"39401","28035",Forrest
"28000475001",1160301,MS,Wastewater,Treatment Plant,Receiving Collection,347,347,Secondary,Secondary,,,,,,Point,"33.8256",-90.2869,NAD83,WEST BROOK STREET,SOUTHEAST CORNER OF TOWN,14273,Glendora,"38928","28135",Tallahatchie
"28000485001",1160303,MS,Wastewater,Treatment Plant,Receiving Collection,200,200,Secondary,Secondary,,,,,,Point,"34.485",-88.1808,NAD83,COUNTY ROAD 68 @ BEAR CREEK,,14275,Golden,"38847","28057",Itawamba
"28000490001",1160305,MS,Wastewater,Treatment Plant,Receiving Collection,1679,1679,Secondary,Secondary,,,,,,Point,"32.9609",-89.9031,NAD83,JULIAN STREET,,14276,Goodman,"39079","28051",Holmes
"28000505001",1233733,MS,Wastewater,Treatment Plant,Receiving Collection,18819,18819,Secondary,Secondary,,,,,,Point,"33.5294",-90.1664,NAD83,"600 IONE STREET",XXXXXX - N/A,14280,Greenwood,"38930","28083",Leflore
"28000510001",1160307,MS,Wastewater,Treatment Plant,Receiving Collection,18278,18278,Secondary,Secondary,Y,,,,,Point,"33.7964",-89.8183,NAD83,"1 GAYOSA STREET",,14282,Grenada,"38901","28043",Grenada
